ID,title,currency,price,location,meters,image,links
11,Ph En Venta En Villa Urquiza,US$,259900,"C. Dr. Pedro I. Rivera  Al 4100, Villa Urquiza, Capital Federal",110.0,https://http2.mlstatic.com/D_NQ_NP_2X_752614-MLA85119271913_052025-E.webp,https://inmueble.mercadolibre.com.ar/MLA-1955486092-ph-en-venta-en-villa-urquiza-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
12,Casa En Venta A La Laguna Barrio Ceibos Puertos Escobar,US$,398000,"CEIBOS - PUERTOS, Puertos, Escobar, Bs.As. G.B.A. Norte",200.0,https://http2.mlstatic.com/D_NQ_NP_2X_656057-MLA85116304024_052025-E.webp,https://casa.mercadolibre.com.ar/MLA-1458664557-casa-en-venta-a-la-laguna-barrio-ceibos-puertos-escobar-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
13,Comoda Casa Con Jardin En El Mejor Sector De Olivos Sobre Un Lote De 479m2.,US$,550000,"Rioja 2800, Olivos, Vicente López, Bs.As. G.B.A. Norte",275.0,https://http2.mlstatic.com/D_NQ_NP_2X_754926-MLA80778643291_112024-E.webp,https://casa.mercadolibre.com.ar/MLA-1960637586-comoda-casa-con-jardin-en-el-mejor-sector-de-olivos-sobre-un-lote-de-479m2-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
14,Casa De 5 Ambientes En El Bajo De Vicente López,US$,470000,"Adolfo Alsina Al 1200, Vicente López, Bs.As. G.B.A. Norte",219.0,https://http2.mlstatic.com/D_NQ_NP_2X_624793-MLA80259368304_112024-E.webp,https://casa.mercadolibre.com.ar/MLA-1459460907-casa-de-5-ambientes-en-el-bajo-de-vicente-lopez-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
15,Venta La Lucila V Lopez Casa De 3 Dorm Playroom Jardin,US$,450000,"Diaz Velez  800, La Lucila, Vicente López, Bs.As. G.B.A. Norte",150.0,https://http2.mlstatic.com/D_NQ_NP_2X_601650-MLA83680709675_042025-E.webp,https://casa.mercadolibre.com.ar/MLA-2043617206-venta-la-lucila-v-lopez-casa-de-3-dorm-playroom-jardin-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
16,Le Parc Puerto Madero Depto De 2 Dormitorios En Venta Con Cochera,US$,790000,"Azucena Villaflor 500, Puerto Madero, Capital Federal",126.0,https://http2.mlstatic.com/D_NQ_NP_2X_896153-MLA77495692950_072024-E.webp,https://departamento.mercadolibre.com.ar/MLA-1437720413-le-parc-puerto-madero-depto-de-2-dormitorios-en-venta-con-cochera-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
17,Casa En  Docta,US$,230000,"MZA 27 LT 19 MAL - Etapa II, Docta Urbanización, Córdoba",160.0,https://http2.mlstatic.com/D_NQ_NP_2X_894689-MLA83881649833_042025-E.webp,https://casa.mercadolibre.com.ar/MLA-2017622292-casa-en-docta-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
18,Quantum Bellini!!! Seguridad 24 Hs - Amenities.,US$,422000,"Libertador 7400, Núñez, Capital Federal",73.0,https://http2.mlstatic.com/D_NQ_NP_2X_807439-MLA80215406144_112024-E.webp,https://departamento.mercadolibre.com.ar/MLA-1456943553-quantum-bellini-seguridad-24-hs-amenities-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
19,Casa En  Rio Hermoso Sobre Ruta 7 Lagos,US$,215000,"Rio Hermoso Sobre La Ruta 7 Lagos, San Martin De Los Andes, Neuquén",120.0,https://http2.mlstatic.com/D_NQ_NP_2X_693351-MLA83394671895_032025-E.webp,https://casa.mercadolibre.com.ar/MLA-1485856985-casa-en-rio-hermoso-sobre-ruta-7-lagos-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
20,Venta De Casa 3 Ambientes + Dependencia En Villa Luro,US$,420000,"LEOPARDI Al 65. Entre Av. Rivadavia Y Cnel Ramon Falcon, Villa Luro, Capital Federal",141.0,https://http2.mlstatic.com/D_NQ_NP_2X_779803-MLA79347928710_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1920036680-venta-de-casa-3-ambientes-dependencia-en-villa-luro-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
21,Casa Terrazas Al Golf . Pinamar . Oportunidad .,US$,350000,"Av Enrique Shaw Y Fragata 25 De Mayo SN, Terrazas Al Golf, Pinamar, Bs.As. Costa Atlántica",209.0,https://http2.mlstatic.com/D_NQ_NP_2X_681245-MLA79265587476_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1916729542-casa-terrazas-al-golf-pinamar-oportunidad--_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
22,Casa En Venta En Lagos De Canning,US$,288000,"Casa En Venta En Lagos De Canning, Esteban Echeverría, Bs.As. G.B.A. Sur",219.0,https://http2.mlstatic.com/D_NQ_NP_2X_771831-MLA79300782500_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1918201206-casa-en-venta-en-lagos-de-canning-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
23,Casa En  Venta En Martínez,US$,745000,"Pirovano Al 1200, Martinez, Martínez, San Isidro, Bs.As. G.B.A. Norte",520.0,https://http2.mlstatic.com/D_NQ_NP_2X_959179-MLA81104439149_122024-E.webp,https://casa.mercadolibre.com.ar/MLA-1969149616-casa-en-venta-en-martinez-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
24,"Venta Casa En V. Escondido - B El Rocio -  Pileta, Quincho Y Un Gran Jardin! C Cert. Appto Bancor La Vas A Perder",US$,385000,"El Rocio, Valle Escondido 0, Valle Escondido, Córdoba",371.0,https://http2.mlstatic.com/D_NQ_NP_2X_662942-MLA78599406723_082024-E.webp,https://casa.mercadolibre.com.ar/MLA-1889947386-venta-casa-en-v-escondido-b-el-rocio-pileta-quincho-y-un-gran-jardin-c-cert-appto-bancor-la-vas-a-perder-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
25,Casa En Venta Canning - Solar Del Bosque,US$,295000,"Casa En Alquiler Solar DEL Bosque, Solar Del Bosque, Ezeiza, Bs.As. G.B.A. Sur",180.0,https://http2.mlstatic.com/D_NQ_NP_2X_848261-MLA80310888533_102024-E.webp,https://casa.mercadolibre.com.ar/MLA-1457829005-casa-en-venta-canning-solar-del-bosque-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
26,Pinamar Garden Tower - Departamentos Premium Con Renta Hotelera,US$,206567,"Av. Bunge Y Libertador Sur, Pinamar, Bs.As. Costa Atlántica",72.0,https://http2.mlstatic.com/D_NQ_NP_2X_713855-MLA73435658156_122023-E.webp,https://departamento.mercadolibre.com.ar/MLA-1399429361-pinamar-garden-tower-departamentos-premium-con-renta-hotelera-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
27,"Chacra En Venta 8,5 Has Brandsen Sobre Ruta 2 - Ideal Proyecto Inmobiliario",US$,580000,"Chacra En Venta 8,5 Has Brandsen Sobre Ruta, Brandsen, Buenos Aires Interior",0.0,https://http2.mlstatic.com/D_NQ_NP_2X_897976-MLA77737524246_072024-E.webp,https://inmueble.mercadolibre.com.ar/MLA-1859490944-chacra-en-venta-85-has-brandsen-sobre-ruta-2-ideal-proyecto-inmobiliario-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
28,"Apto Crédito - Venta Casa 5 Ambientes Doble Lote, Pileta Y Ascensor -  Country San Miguel De Ghiso, Bella Vista",US$,305000,"Santa Fe 2888 San Miguel De Ghiso, San Miguel De Ghiso, San Miguel, Bs.As. G.B.A. Norte",326.0,https://http2.mlstatic.com/D_NQ_NP_2X_865803-MLA83473932087_042025-E.webp,https://casa.mercadolibre.com.ar/MLA-1477678841-apto-credito-venta-casa-5-ambientes-doble-lote-pileta-y-ascensor-country-san-miguel-de-ghiso-bella-vista-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
29,"Venta De Casa De 6 Ambientes 4 Dormitorios, Tigre Centro 2 Casas",US$,244000,"ALBERVIDE 866, Tigre, Bs.As. G.B.A. Norte",239.0,https://http2.mlstatic.com/D_NQ_NP_2X_629058-MLA82478754802_022025-E.webp,https://casa.mercadolibre.com.ar/MLA-2020834510-venta-de-casa-de-6-ambientes-4-dormitorios-tigre-centro-2-casas-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
30,Venta  Excepcional Triplex En Belgrano  Teodoro Garcia Y Luis Maria Campos Integramente Equipado,US$,780000,"Teodoro Garcia  Al 1900, Belgrano, Capital Federal",317.0,https://http2.mlstatic.com/D_NQ_NP_2X_739751-MLA80282745399_102024-E.webp,https://departamento.mercadolibre.com.ar/MLA-1457614411-venta-excepcional-triplex-en-belgrano-teodoro-garcia-y-luis-maria-campos-integramente-equipado-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
31,"Venta, 4 Ambientes Piso 19. Ministro Brin, Lanus.",US$,239900,"Ministro Brin  2824, Lanús Oeste, Lanús, Bs.As. G.B.A. Sur",103.0,https://http2.mlstatic.com/D_NQ_NP_2X_840516-MLA82711634205_022025-E.webp,https://departamento.mercadolibre.com.ar/MLA-2021033386-venta-4-ambientes-piso-19-ministro-brin-lanus-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
32,Venta Duplex Condominio 4 Ambientes,US$,210000,"Paysandu AL 900, Ituzaingó, Bs.As. G.B.A. Oeste",188.0,https://http2.mlstatic.com/D_NQ_NP_2X_601396-MLA84932419807_052025-E.webp,https://inmueble.mercadolibre.com.ar/MLA-1856260090-venta-duplex-condominio-4-ambientes-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
33,Venta Casa Con Pileta Y Quincho En Pueblo Esther,US$,225000,"Gobernador Oroño Al 900, Pueblo Esther, Rosario, Santa Fe",150.0,https://http2.mlstatic.com/D_NQ_NP_2X_828008-MLA82506822625_022025-E.webp,https://casa.mercadolibre.com.ar/MLA-1450862795-venta-casa-con-pileta-y-quincho-en-pueblo-esther-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
34,Hermosa Casa Con Piscina En Costa Del Este ! Con Gas Natural Y Totalmente Equipada. Calle Los Jazmines,US$,275000,"Los Jazmines 654, Costa Del Este, Bs.As. Costa Atlántica",190.0,https://http2.mlstatic.com/D_NQ_NP_2X_634005-MLA49342103937_032022-E.webp,https://casa.mercadolibre.com.ar/MLA-1127402599-hermosa-casa-con-piscina-en-costa-del-este-con-gas-natural-y-totalmente-equipada-calle-los-jazmines-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
35,"Departamento En Venta 3 Ambientes Remeros Beach, Tigre",US$,305000,"Camino De Los Remeros 1500, Nordelta, Tigre, Bs.As. G.B.A. Norte",72.0,https://http2.mlstatic.com/D_NQ_NP_2X_664877-MLA77112743739_062024-E.webp,https://departamento.mercadolibre.com.ar/MLA-1433648995-departamento-en-venta-3-ambientes-remeros-beach-tigre-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
36,"Casa En Venta De 250m² Con 7 Ambientes 2 Plantas Con Terraza Libre. Apto Crédito Rosario, Santa Fe",US$,350000,"Callao Al 800, Lourdes, Rosario, Santa Fe",250.0,https://http2.mlstatic.com/D_NQ_NP_2X_726326-MLA81977310419_012025-E.webp,https://casa.mercadolibre.com.ar/MLA-1471874349-casa-en-venta-de-250m-con-7-ambientes-2-plantas-con-terraza-libre-apto-credito-rosario-santa-fe-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
37,"Casa  En Venta Con Escritura En San Andres, Villanueva, Tigre",US$,300000,"Barrio San Andres, Villanueva 100, San Andrés, Tigre, Bs.As. G.B.A. Norte",120.0,https://http2.mlstatic.com/D_NQ_NP_2X_701116-MLA81969924984_022025-E.webp,https://casa.mercadolibre.com.ar/MLA-1449720979-casa-en-venta-con-escritura-en-san-andres-villanueva-tigre-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
38,Departamento 4 Ambientes Con Cocheras Y Baulera En Villa Devoto,US$,405000,"Pareja Al 4200, Villa Devoto, Capital Federal",100.0,https://http2.mlstatic.com/D_NQ_NP_2X_787195-MLA80823331597_112024-E.webp,https://departamento.mercadolibre.com.ar/MLA-1953926644-departamento-4-ambientes-con-cocheras-y-baulera-en-villa-devoto-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
39,"Casa  En Venta En Castaños, Nordelta, Tigre",US$,550000,"Av De Los Lagos 3600, Nordelta, Tigre, Bs.As. G.B.A. Norte",272.0,https://http2.mlstatic.com/D_NQ_NP_2X_719407-MLA81382339030_122024-E.webp,https://casa.mercadolibre.com.ar/MLA-1469086521-casa-en-venta-en-castanos-nordelta-tigre-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
40,Departamento - 4 Ambientes Y Dep. - Balcon Y Cochera - Palermo -  Venta,US$,245000,"Charcas  Al 4100, Palermo, Capital Federal",92.0,https://http2.mlstatic.com/D_NQ_NP_2X_684857-MLA83209478676_042025-E.webp,https://departamento.mercadolibre.com.ar/MLA-2042923176-departamento-4-ambientes-y-dep-balcon-y-cochera-palermo-venta-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
41,Casa En Venta En Martínez - 3 Ambientes Con Jardín,US$,230000,"Catamarca Al 900, Martínez, San Isidro, Bs.As. G.B.A. Norte",105.0,https://http2.mlstatic.com/D_NQ_NP_2X_843747-MLA83205086819_032025-E.webp,https://casa.mercadolibre.com.ar/MLA-2017436472-casa-en-venta-en-martinez-3-ambientes-con-jardin-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
42,"Casa 5 Ambientes En Venta, El Aljibe, Manzanares, Pilar, Gba Norte",US$,245000,"Casa 5 Ambientes En Venta, El Aljibe, Manzanares, Pilar, GBA Norte, Manzanares, Pilar, Bs.As. G.B.A. Norte",158.0,https://http2.mlstatic.com/D_NQ_NP_2X_985741-MLA81519860256_012025-E.webp,https://casa.mercadolibre.com.ar/MLA-1470087583-casa-5-ambientes-en-venta-el-aljibe-manzanares-pilar-gba-norte-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
43,Venta Hotel En Constitución Con 37 Habitaciones,US$,390000,"Santiago Del Estero 1640, Constitución, Capital Federal",800.0,https://http2.mlstatic.com/D_NQ_NP_2X_884951-MLA82269064870_022025-E.webp,https://casa.mercadolibre.com.ar/MLA-2017429270-venta-hotel-en-constitucion-con-37-habitaciones-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
44,Edificio En Coghlan,US$,372856,"Av. Dr. Ricardo Balbín 2603, Coghlan, Capital Federal",81.0,https://http2.mlstatic.com/D_NQ_NP_2X_988868-MLA82843408472_032025-E.webp,https://departamento.mercadolibre.com.ar/MLA-1446796979-edificio-en-coghlan-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
45,Casa En  Venta En Santa Barbara,US$,550000,"Santa Barbara - Tigre, Santa Bárbara, Tigre, Bs.As. G.B.A. Norte",215.0,https://http2.mlstatic.com/D_NQ_NP_2X_668922-MLA84789847154_052025-E.webp,https://casa.mercadolibre.com.ar/MLA-1451955623-casa-en-venta-en-santa-barbara-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
46,"Venta Ph Independiente, 4 Ambientes, Cochera, Balcón, Patio Y Terraza En Nuñez Casi Belgrano",US$,398000,"Vuelta De Obligado Al 2800, Entre Quesada Y Congreso, Belgrano, Capital Federal",152.0,https://http2.mlstatic.com/D_NQ_NP_2X_767995-MLA84423977755_052025-E.webp,https://casa.mercadolibre.com.ar/MLA-2074766440-venta-ph-independiente-4-ambientes-cochera-balcon-patio-y-terraza-en-nunez-casi-belgrano-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
47,Casa En La Estanzuela Con Vistas! 3 Dormitorios,US$,270000,"La Estanzuela, La Estanzuela, La Calera, Córdoba",280.0,https://http2.mlstatic.com/D_NQ_NP_2X_629910-MLA81207743938_122024-E.webp,https://casa.mercadolibre.com.ar/MLA-1981153914-casa-en-la-estanzuela-con-vistas-3-dormitorios-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
48,Casas Y Terrenos En  San Francisco | Villa Nueva | Tigre,US$,220000,"Casas Y Terrenos En  SAN FRANCISCO | VILLA NUEVA | TIGRE, Villa Nueva, Tigre, Bs.As. G.B.A. Norte",120.0,https://http2.mlstatic.com/D_NQ_NP_2X_713225-MLA81979588213_012025-E.webp,https://terreno.mercadolibre.com.ar/MLA-1471919785-casas-y-terrenos-en-san-francisco-villa-nueva-tigre-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=c4dad8d0-dca6-4cd4-ad74-52e36d1ae479
49,Casa - San Sebastian,US$,420000,"Av Arturo Illia Al 1500, Funes, Santa Fe",180.0,https://http2.mlstatic.com/D_NQ_NP_2X_931909-MLA77486522035_072024-E.webp,https://casa.mercadolibre.com.ar/MLA-1436224665-casa-san-sebastian-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=b01b993c-536c-41b1-8402-417f427e701e
50,Venta De Casa 5 Ambientes En Lanús Este,US$,305000,"Gaebeler 2251, Lanús Este, Lanús, Bs.As. G.B.A. Sur",197.0,https://http2.mlstatic.com/D_NQ_NP_2X_882348-MLA82554302937_022025-E.webp,https://casa.mercadolibre.com.ar/MLA-2017508682-venta-de-casa-5-ambientes-en-lanus-este-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=b01b993c-536c-41b1-8402-417f427e701e
51,Venta De Casa 3 Ambientes Con Jardín En Country El Carmen Hudson,US$,200000,"Country Club EL Carmen Manzana 261 Lote 9, El Carmen, Berazategui, Bs.As. G.B.A. Sur",90.0,https://http2.mlstatic.com/D_NQ_NP_2X_754791-MLA83093852140_032025-E.webp,https://casa.mercadolibre.com.ar/MLA-2038986712-venta-de-casa-3-ambientes-con-jardin-en-country-el-carmen-hudson-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=b01b993c-536c-41b1-8402-417f427e701e
