ID,title,currency,price,location,image,links
140,Venta Casa 6 Ambientes Excelente Ubicacion,US$,100000,"Sarmiento 400, Avellaneda, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1446988997-venta-casa-6-ambientes-excelente-ubicacion-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=fac2d33c-d69c-48f6-9ecf-21090808ae65
141,Venta Casa 3 Ambientes Villa Ballester.,US$,119900,"Mar Del Plata Al 3500, Villa Ballester, General San Martín, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901063100-venta-casa-3-ambientes-villa-ballester-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=fac2d33c-d69c-48f6-9ecf-21090808ae65
142,Venta Casa 4 Dorm Cochera San Fernado Apta Credito,US$,72000,"José Javier Díaz 300, San Fernando, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900032560-venta-casa-4-dorm-cochera-san-fernado-apta-credito-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=fac2d33c-d69c-48f6-9ecf-21090808ae65
143,Venta Hermosa Casa Colonial Res Oeste Escritura !!,US$,69999,"Isaac Albeniz 3700, Residencial Oeste, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900084300-venta-hermosa-casa-colonial-res-oeste-escritura--_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=fac2d33c-d69c-48f6-9ecf-21090808ae65
144,Venta Casa 4 Amb Con Quincho Y Jardin,US$,60000,"Calle 873 Bis 4900, Villa La Florida, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900110022-venta-casa-4-amb-con-quincho-y-jardin-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=fac2d33c-d69c-48f6-9ecf-21090808ae65
145,Casa En Venta City Bell 4 Dormitorios ,US$,60000,"453 E/ 30 Y 30 Bis 0, La Plata, Bs.As. G.B.A. Sur",https://http2.mlstatic.com/D_NQ_NP_2X_875654-MLA78745770330_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1448125201-casa-en-venta-city-bell-4-dormitorios-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
146,Venta Casa 3 Ambientes Villa Lugano Parque Cochera,US$,189000,"Unanué 5700, Villa Lugano, Capital Federal",https://http2.mlstatic.com/D_NQ_NP_2X_941113-MLA78736084696_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1447999215-venta-casa-3-ambientes-villa-lugano-parque-cochera-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
147,2 Unidades -apto Subdivisión - Casa Venta En Block- (plano Aprobados)  (3 Y 4 Amb),US$,185000,"Gral Guido Al 700, Béccar, San Isidro, Bs.As. G.B.A. Norte",https://http2.mlstatic.com/D_NQ_NP_2X_964138-MLA78977343517_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1902085524-2-unidades-apto-subdivision-casa-venta-en-block-plano-aprobados-3-y-4-amb-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
148,Casa 3 Ambientes ,US$,165000,"Obligado Casi Repetto  SN, Mar De Las Pampas, Bs.As. Costa Atlántica","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1448033365-casa-3-ambientes-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
149,Venta Ph Cuatro Ambientes Villa Luzuriaga,US$,92500,"Carrasco 1600, Villa Luzuriaga, La Matanza, Bs.As. G.B.A. Oeste","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1902128260-venta-ph-cuatro-ambientes-villa-luzuriaga-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
150, Casa 3 Ambientes En Venta Con Terraza Y Local ,US$,90000,"Comodoro Rivadavia 600, Bernal Oeste, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1899195726-casa-3-ambientes-en-venta-con-terraza-y-local-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
151,Casa Quilmes Centro,US$,160000,"Matienzo 71, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900643716-casa-quilmes-centro-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
152,"Casa A Pasos De Cramer, Cerca Estacion Y Facil Acceso Autopista",US$,164000,"Almafuerte Casi Cramer, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901546064-casa-a-pasos-de-cramer-cerca-estacion-y-facil-acceso-autopista-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
153,Venta Casa San Martin Norte Oportunidad ,US$,70000,"Pasaje Carlos Bruch 3600, San Martín Norte, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901296520-venta-casa-san-martin-norte-oportunidad-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
154,Venta Casa Av Fuerza Aerea Desarrollo,US$,110000,"Avenida Fuerza Aerea 4500, Villa Adela, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900161692-venta-casa-av-fuerza-aerea-desarrollo-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
155,Venta Dúplex 3 Dormitorios Grand Bourg Con Cochera,US$,195000,"Gonzalo Saravia, Otros Barrios, Salta","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447788487-venta-duplex-3-dormitorios-grand-bourg-con-cochera-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
156,Casa En Venta En Country Maschwitz Club- Maroto Propiedades,US$,140000,"Casa EN Venta EN Country Maschwitz Club - Maroto Propiedades, Maschwitz C.C., Escobar, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900643996-casa-en-venta-en-country-maschwitz-club-maroto-propiedades-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
157,Casa Venta 3 Dormitorios Pileta Galeria,US$,94000,"Río Pilcomayo 500, Roldán, San Lorenzo, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901082134-casa-venta-3-dormitorios-pileta-galeria-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
158,Venta Casa De 2 Dormitorios Pileta Funes Town,US$,165000,"General Paz 6100, Funes, Rosario, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901069198-venta-casa-de-2-dormitorios-pileta-funes-town-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
159,Venta Casa En Funes Dos Dormitorios,US$,190000,"Las Nueces 1806 Funes ( Gar. 11 ), Funes, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1902079324-venta-casa-en-funes-dos-dormitorios-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
160,Casa A Estrenar En Colón ,US$,185000,"Gouchon Y Primera Junta, Colón, Entre Ríos","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1448240091-casa-a-estrenar-en-colon-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
161,"Casa A Estrenar En Barrio Privado Santa Isabel 2, Maschwitz.",US$,174900,"Santa Isabel 2, Santa Isabel, Escobar, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1902974864-casa-a-estrenar-en-barrio-privado-santa-isabel-2-maschwitz-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
162,Casa Venta 4 Ambientes Pompeya Jardin Y Garage,US$,199999,"Río Cuarto 4500, Nueva Pompeya, Capital Federal","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1903259874-casa-venta-4-ambientes-pompeya-jardin-y-garage-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
163,Casa En Venta Barrio La Codorniz Alto Los Cardales Campana,US$,189000,"La Codorniz 100, La Codorniz, Exaltación De La Cruz, Buenos Aires Interior","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447096005-casa-en-venta-barrio-la-codorniz-alto-los-cardales-campana-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
164,"Venta De Casa 4 Dormitorios En  Barrio San Felipe, Canning",US$,199000,"Casa En Barrio San Felipe, Canning, Canning, Ezeiza, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1898441956-venta-de-casa-4-dormitorios-en-barrio-san-felipe-canning-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
165,Venta De Casa De 3 Ambientes Con Local Y Patio En Wilde,US$,158000,"Fabian Onsari  Al 1500, Wilde, Avellaneda, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1899537488-venta-de-casa-de-3-ambientes-con-local-y-patio-en-wilde-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
166,Casa A Pasos Del Centro De Quilmes,US$,180000,"Moreno Casi Ortiz De Ocampo, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447914131-casa-a-pasos-del-centro-de-quilmes-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
167,Casa En Venta  Flores. Uso Residencial Y Comercial,US$,198000,"Pedernera 1300, Flores, Capital Federal","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1448125041-casa-en-venta-flores-uso-residencial-y-comercial-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
168,Casa Mas Local Venta En Temperley,US$,169900,"Sta María De Oro 70, Temperley, Lomas De Zamora, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1448266913-casa-mas-local-venta-en-temperley-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
169,"Venta Casa De 3 Ambientes, Bella Vista",US$,110000,"20 De Junio Al 400, Bella Vista, San Miguel, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1446815895-venta-casa-de-3-ambientes-bella-vista-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
170,Venta De Casa De 4 Ambientes En Domselaar,US$,125000,"Avenida Mitre 0, Domselaar, San Vicente, Buenos Aires Interior","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1898841826-venta-de-casa-de-4-ambientes-en-domselaar-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
171,Venta En Maipu 2da. Seccion Oportunidad! ,US$,82500,"Benjamín D. Igarzábal 1800, Maipú Segunda Sección, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900032564-venta-en-maipu-2da-seccion-oportunidad-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
172,Duplex En Chacras Del Norte,US$,180000,"Avenida Principal, Chacra Del Norte, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900641730-duplex-en-chacras-del-norte-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
173,Venta Casa 3 Dormitorios Baigorria Zona Rio,US$,75000,"Formosa 300, Granadero Baigorria, Rosario, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901069204-venta-casa-3-dormitorios-baigorria-zona-rio-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
174,Apta Crédito Venta Casa En 1 Sola Planta 3 Dorm Piscina B° Quintas De Argüello,US$,115000,"Diego Abad De Santillan 8073, Quintas De Argüello, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901719234-apta-credito-venta-casa-en-1-sola-planta-3-dorm-piscina-b-quintas-de-arguello-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
175,Duplex En Venta En Quilmes Oeste,US$,84900,"O'higgins 2500, Quilmes Oeste, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447812009-duplex-en-venta-en-quilmes-oeste-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
176,Venta - Casa Con Jardín En Monte Grande,US$,130000,"Teniente Enrique Insua Al 300, Monte Grande, Esteban Echeverría, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1898242880-venta-casa-con-jardin-en-monte-grande-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
177,Venta De Casa Para 2 Familias Con Fondo Libre En Wilde,US$,60000,"Salcedo Al 300, Wilde, Avellaneda, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1902371398-venta-de-casa-para-2-familias-con-fondo-libre-en-wilde-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
178,Venta Casa De 5 Ambientes Con Cochera En Wilde,US$,138000,"Polonia  Al 500, Wilde, Avellaneda, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900625708-venta-casa-de-5-ambientes-con-cochera-en-wilde-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
179,Venta.casa 3 Dormitorios Con Pileta. Fisherton,US$,165000,"Juan José Paso 8300, Fisherton, Rosario, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901082146-ventacasa-3-dormitorios-con-pileta-fisherton-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
180,Casa 4 Ambientes Patio Y Jardín Ideal 2 Familias,US$,128000,"Neuquén 3300, Villa Ballester, General San Martín, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1903350622-casa-4-ambientes-patio-y-jardin-ideal-2-familias-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
181,"Casa En San Ramon, Pilar Del Este ",US$,159000,"San Ramon, Pilar Del Este, Pilar Del Este, Pilar, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447592113-casa-en-san-ramon-pilar-del-este-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
182,Casa En Venta 4 Ambientes O Terreno De 150 M2 A Refaccionar En Devoto,US$,165000,"Paso De Los Libres 2500, Villa Devoto, Capital Federal","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447061769-casa-en-venta-4-ambientes-o-terreno-de-150-m2-a-refaccionar-en-devoto-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
183,"Venta Casa 3 Ambientes Tipo Ph Con Patio, Parrilla Y Terraza En Versalles",US$,99000,"Gana  Al 500, Versalles, Capital Federal","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447657693-venta-casa-3-ambientes-tipo-ph-con-patio-parrilla-y-terraza-en-versalles-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
184,"Casa 4 Amb. En Venta Barrio Las Flores, Moreno",US$,30000,"Plus Ultra Al 6400, Moreno, Bs.As. G.B.A. Oeste","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1446865835-casa-4-amb-en-venta-barrio-las-flores-moreno-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
185,Casa En  Venta En Maschwitz - Las Glorias - Maroto Propiedades,US$,180000,"Casa EN Venta EN Calle Luis Turon - Maschwitz, Ingeniero Maschwitz, Escobar, Bs.As. G.B.A. Norte","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447664067-casa-en-venta-en-maschwitz-las-glorias-maroto-propiedades-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
186,Se Vende Casa En Urca,US$,120000,"Intendente Ramón Bautista Mestre 3800, Nuevo Urca, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1900161712-se-vende-casa-en-urca-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
187,Casa En Venta En Smata Ii,US$,75000,"Hugo Juarez 0, SMATA, Córdoba","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901082658-casa-en-venta-en-smata-ii-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
188,Casa De Dos Dormitorios Con Jardín Y Pileta - Las Tipas 200 - Funes | Venta,US$,130000,"Las Tipas 269, Funes, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1448056325-casa-de-dos-dormitorios-con-jardin-y-pileta-las-tipas-200-funes-venta-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
189,Venta De Casa 4 Ambientes Con Patio Y Cochera En Wilde,US$,83000,"Martin Fierro Al 1300, Wilde, Avellaneda, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1446871431-venta-de-casa-4-ambientes-con-patio-y-cochera-en-wilde-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
190,Tres Deptos + Dos Locales A Dos Cuadras Del Mar,US$,120000,"Francisco De Las Carreras 3402, Nueva Atlantis, Bs.As. Costa Atlántica","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1898392054-tres-deptos-dos-locales-a-dos-cuadras-del-mar-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
191,"Casa A Pasos Estación Don Bosco, Impecable",US$,94500,"Chaco  113 A Pasos Estacion, Don Bosco, Quilmes, Bs.As. G.B.A. Sur","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1447906775-casa-a-pasos-estacion-don-bosco-impecable-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
192,Venta Casa De Pasillo Unica 2 Dormitorios Y Patio,US$,48000,"Ingeniero Guillermo White 6000, Azcuénaga, Rosario, Santa Fe","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://casa.mercadolibre.com.ar/MLA-1901120652-venta-casa-de-pasillo-unica-2-dormitorios-y-patio-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=a45941ae-e8ae-455b-8dba-bdbc6c1506e7
193,Venta Casa De Pasillo Unica 2 Dormitorios Y Patio,US$,48000,"Ingeniero Guillermo White 6000, Azcuénaga, Rosario, Santa Fe",https://http2.mlstatic.com/D_NQ_NP_2X_632096-MLA78936257811_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1901120652-venta-casa-de-pasillo-unica-2-dormitorios-y-patio-_JM#polycard_client=search-nordic&position=1&search_layout=grid&type=item&tracking_id=494c2efa-58c8-4816-8c66-8400dafe53b9
194,Vende Casa De 2 Dormitorios En Cipolletti ,US$,130000,"Casa DE 2 Dormitorios EN Venta, Cipolletti, Río Negro",https://http2.mlstatic.com/D_NQ_NP_2X_752627-MLA78975933237_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1446865177-vende-casa-de-2-dormitorios-en-cipolletti-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=494c2efa-58c8-4816-8c66-8400dafe53b9
195,Venta De Casa De 2 Ambientes Con Quincho En  Wilde,US$,100000,"Ascasubi  Al 300, Wilde, Avellaneda, Bs.As. G.B.A. Sur",https://http2.mlstatic.com/D_NQ_NP_2X_728449-MLA79009286461_092024-E.webp,https://casa.mercadolibre.com.ar/MLA-1902951782-venta-de-casa-de-2-ambientes-con-quincho-en-wilde-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=494c2efa-58c8-4816-8c66-8400dafe53b9
